Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Part II (On The Run),jay-z,0,20,6,0,0,0,1,0,0,2,1,0,0,0,1,1,0,2,1,0,0,4,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,3,0,3,0,1,0,1,0,0,3,0,0,c
Mmm Yeah,austin mahone,0,0,1,2,1,3,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,10,c
Don't Stop,5 seconds of summer,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,c
I Won,future,3,7,1,0,0,12,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,6,0,0,0,0,0,1,0,0,1,0,c
Shades Of Cool,lana del rey,0,12,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,c
XO,john mayer,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,c
Let Her Go,passenger,0,13,2,0,5,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,c
Billie Jean,michael jackson,1,14,4,0,0,1,1,0,0,2,0,0,0,2,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,c
Get Me Some Of That,thomas rhett,7,13,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,c
Give Me Back My Hometown,eric church,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,c
Can't Remember To Forget You,shakira,5,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Stoner,young thug,0,2,3,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,c
Slave To The Rhythm,michael jackson,0,17,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,0,0,3,0,1,0,c
Somebody That I Used To Know,christina grimmie,0,3,0,0,4,4,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,c
Can't Help Falling In Love,christina grimmie,0,14,0,0,0,1,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,12,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,c
Leave Your Lover,sam smith,0,3,2,0,1,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,c
The Monster,eminem,12,2,2,0,4,1,2,0,0,3,0,0,1,13,0,1,3,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,1,0,0,0,0,1,1,c
Drink To That All Night,jerrod niemann,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,c
The Walker,fitz and the tantrums,0,2,1,0,20,10,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,10,c
Headlights,eminem,0,4,7,0,0,2,3,2,0,7,0,0,0,3,0,1,4,0,2,0,2,1,1,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,c
Midnight,coldplay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,c
Fever,the black keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Wake Up Lovin' You,craig morgan,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,c
One,ed sheeran,0,5,0,0,0,1,0,0,4,0,0,0,0,0,1,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,4,0,2,0,0,0,0,c
Heaven,jake worthington,0,11,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,c
Burn,ellie goulding,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,26,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,0,0,c
Animals,martin garrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Hey Brother,avicii,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,c
The Man,aloe blacc,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,c
Neon Lights,demi lovato,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,c
Doin' What She Likes,blake shelton,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,0,0,0,c
Man Of The Year,schoolboy q,11,13,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,0,1,1,1,1,0,8,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,3,0,11,0,0,0,0,c
Invisible,hunter hayes,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,c
#SELFIE,the chainsmokers,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,c
I Can't Make You Love Me,josh kaufman,2,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,c
How To Love,christina grimmie,0,25,1,1,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Come Get It Bae,pharrell,0,21,0,0,8,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,2,2,0,0,0,1,4,0,c
17 Again,brantley gilbert,3,13,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,c
Royals,lorde,0,7,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Say Something,a great big world,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Drunk In Love,beyonce,1,27,1,0,1,1,0,0,0,1,4,0,0,2,0,3,0,2,4,1,0,2,0,2,0,5,0,0,0,0,0,0,2,2,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,c
Paranoid,ty dolla $ign,1,3,18,1,0,0,0,2,0,2,0,0,0,4,0,0,0,1,0,7,0,0,3,2,1,0,1,0,0,0,0,0,0,6,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,c
For The First Time In Forever,kristen bell,0,3,0,0,0,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,c
19 You + Me,dan + shay,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
"Hold On, We're Going Home",christina grimmie,0,7,0,2,0,0,0,0,0,2,2,0,0,2,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,c
My Baby's Guns N' Roses,brantley gilbert,3,9,3,2,0,0,0,0,0,1,3,0,0,1,0,3,1,0,0,0,0,10,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,c
The Big Bang,katy tiz,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,c
Radioactive,imagine dragons,0,0,1,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
I Hold On,dierks bentley,0,5,2,0,0,0,0,1,1,0,1,0,0,0,1,7,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,c
Do You Want To Build A Snowman?,"kristen bell, agatha lee monn",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Goodnight Kiss,randy houser,17,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,c
John Doe,b.o.b,1,3,3,0,0,3,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,2,0,4,2,c
Hello Kitty,avril lavigne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c
Stay With Me,josh kaufman,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,c
Do I Wanna Know?,arctic monkeys,1,4,0,0,0,10,3,2,0,3,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,c
Helluva Life,frankie ballard,1,12,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,7,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,c
Ride,somo,6,14,4,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Oceans (Where Feet May Fail),hillsong united,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,c
Slow Me Down,sara evans,0,3,0,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,c
Feelin' Myself,will.i.am,15,5,14,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,21,1,0,1,0,1,0,3,1,0,0,0,0,1,1,13,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,c
Where It's At,dustin lynch,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,c
My Hitta,yg,1,2,0,0,2,0,4,0,0,2,0,0,0,1,0,1,0,0,4,3,2,4,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,c
Let It Go,demi lovato,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,c
When She Says Baby,jason aldean,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,c
Adore You,miley cyrus,0,14,0,0,8,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Take Me Home,cash cash,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26,0,0,0,0,3,0,c
Odio,romeo santos,1,6,0,0,0,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,c
Lookin' For That Girl,tim mcgraw,1,57,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,c
Bad Blood,bastille,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,c
Roar,katy perry,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Up Down (Do This All Day),t-pain,17,15,15,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,3,0,3,1,0,0,1,12,0,0,0,0,0,0,6,0,0,0,5,4,2,0,0,2,0,0,0,1,0,0,c
Young Girls,bruno mars,0,14,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,c
Everything I Shouldn't Be Thinking About,thompson square,0,7,1,0,4,0,0,0,0,0,0,0,0,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Love Is An Open Door,kristen bell,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Beating Heart,ellie goulding,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,c
Brave,sara bareilles,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,c
Wrecking Ball,miley cyrus,1,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,c
See You Tonight,scotty mccreery,1,19,10,0,0,1,0,0,0,1,0,0,1,0,1,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,c
G.U.Y.,lady gaga,0,18,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
"Hold On, We're Going Home",drake,0,18,0,3,0,0,0,0,0,5,0,0,0,4,0,5,2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,c
Drink A Beer,luke bryan,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,c
Compass,lady antebellum,0,5,2,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,c
Love Me Again,john newman,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,c
Loyal,chris brown,0,15,34,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,10,1,1,0,1,0,1,16,0,0,0,0,0,1,4,0,0,0,9,2,1,0,0,1,0,0,0,0,0,0,c
Can't Raise A Man,k. michelle,0,5,0,1,0,1,1,0,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c
I Luh Ya Papi,jennifer lopez,2,23,2,0,3,2,1,0,0,3,2,0,1,3,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,c
Blurred Lines,robin thicke,4,12,1,0,3,1,0,0,0,1,0,0,0,0,1,1,2,0,0,2,0,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,c
We Might Be Dead By Tomorrow,soko,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Sail,awolnation,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,c
The Language,drake,3,6,7,2,0,0,1,0,0,2,0,0,4,0,0,0,3,0,5,1,0,5,0,10,0,0,9,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,c
Unconditionally,katy perry,0,15,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,c
Waiting For Superman,daughtry,1,2,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,1,2,0,0,0,0,1,0,0,0,0,0,c
They Don't Know,rico love,1,0,4,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,5,4,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,c
Chocolate,the 1975,4,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Glory And Gore,lorde,2,2,0,0,0,2,0,0,0,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,c
Ordinary Love,u2,1,10,1,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Sanctified,rick ross,0,4,7,0,1,2,1,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,1,0,1,c
The Devil Is A Lie,rick ross,3,1,19,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,7,19,0,7,0,0,0,0,17,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,3,2,0,c
Adrenalina,wisin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Chillin' It,cole swindell,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,c
Rap God,eminem,2,2,2,2,1,10,4,2,0,5,12,1,0,7,0,0,4,0,2,0,0,7,1,1,0,2,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,2,0,0,1,1,0,8,3,c
Stay,florida georgia line,0,11,0,0,2,2,5,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,c
Friday Night,eric paslay,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,c
Do What U Want,lady gaga,1,6,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,c
The Heart Of Dixie,danielle bradbery,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,c
Love Don't Die,the fray,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,c
Collard Greens,schoolboy q,3,6,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,16,3,0,10,0,0,1,1,3,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,c
Loyal,chris brown,0,15,34,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,10,1,1,0,1,0,1,16,0,0,0,0,0,1,4,0,0,0,9,2,1,0,0,1,0,0,0,0,0,0,c
Everything Is AWESOME!!!,tegan and sara,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,c
Safe And Sound,capital cities,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,c
Sweater Weather,the neighbourhood,4,6,0,0,0,1,0,0,0,3,0,0,0,2,2,0,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,c
23,mike will made-it,4,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,6,0,1,0,3,1,0,0,0,c
Whatever She's Got,david nail,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Worst Behavior,drake,0,19,2,0,0,0,0,1,1,28,2,0,0,0,0,0,1,4,6,2,1,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,c
XO,beyonce,3,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,c
Thinking About You,calvin harris,0,3,0,0,3,1,3,0,0,4,0,0,0,16,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Stay The Night,zedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,c
White Walls,macklemore,0,3,8,0,0,1,0,0,1,0,0,1,1,0,1,0,2,0,3,2,1,4,0,0,0,1,1,1,0,0,0,1,2,10,0,0,0,0,1,1,0,0,2,1,0,0,2,0,1,c
It Won't Stop,sevyn streeter,0,13,2,0,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Achy Breaky 2,buck 22,0,17,1,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,c
You're Mine (Eternal),mariah carey,0,14,0,0,1,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c
Explosions,ellie goulding,0,4,0,0,5,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,c
